  Word				Document List			Total_Frequency		Doc1_Freq		Doc2_Freq		Doc3_Freq		Doc4_Freq		Doc5_Freq		Doc6_Freq		Doc7_Freq		Doc8_Freq		Doc9_Freq		Doc10_Freq
   excav			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
  exceed			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
  except			{1, 2, 3, 6, 7, 8, 9, 10}				      30		       4		       1		       1		       0		       0		       3		      13		       1		       2		       5
  excess			  {1, 9}				       5		       1		       0		       0		       0		       0		       0		       0		       0		       4		       0
   excit			  {8, 5}				       4		       0		       0		       0		       0		       2		       0		       0		       2		       0		       0
  exclus			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
  execut			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
  exempt			 {10, 6}				       3		       0		       0		       0		       0		       0		       1		       0		       0		       0		       2
   exert			{1, 10, 9, 7}				       4		       1		       0		       0		       0		       0		       0		       1		       0		       1		       1
 exhaust			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
 exhibit			{8, 9, 7}				       3		       0		       0		       0		       0		       0		       0		       1		       1		       1		       0
   exist			{1, 2, 3, 4, 5, 6, 7, 9, 10}				      41		       1		       2		       3		       1		       4		       3		       4		       0		      11		      12
  expand			     {4}				       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
  expect			{1, 2, 6, 7, 8, 10}				       7		       2		       1		       0		       0		       0		       1		       1		       1		       0		       1
  expedi			     {8}				       2		       0		       0		       0		       0		       0		       0		       0		       2		       0		       0
  expend			 {10, 6}				       3		       0		       0		       0		       0		       0		       2		       0		       0		       0		       1
expenditur			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
  expens			 {10, 6}				       6		       0		       0		       0		       0		       0		       3		       0		       0		       0		       3
  experi			{1, 2, 6, 7, 8, 9, 10}				      30		       1		       1		       0		       0		       0		       5		       6		      10		       3		       4
experienti			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
experiment			{1, 9, 7}				       6		       2		       0		       0		       0		       0		       0		       2		       0		       2		       0
 explain			{1, 2, 3, 4, 7, 8, 9, 10}				      20		       1		       2		       1		       2		       0		       0		       1		       1		       6		       6
  explan			{2, 10, 4}				       8		       0		       2		       0		       2		       0		       0		       0		       0		       0		       4
  explod			  {9, 6}				       3		       0		       0		       0		       0		       0		       2		       0		       0		       1		       0
  explor			  {5, 6}				       2		       0		       0		       0		       0		       1		       1		       0		       0		       0		       0
  explos			{9, 10, 6}				       5		       0		       0		       0		       0		       0		       2		       0		       0		       2		       1
  export			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
   expos			{8, 9, 4, 6}				       5		       0		       0		       0		       1		       0		       2		       0		       1		       1		       0
expositor			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 exposur			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
 expound			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
 express			{8, 10, 6, 7}				      15		       0		       0		       0		       0		       0		       7		       6		       1		       0		       1
  expuls			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
exquisit			  {5, 6}				       2		       0		       0		       0		       0		       1		       1		       0		       0		       0		       0
  extend			{1, 3, 5, 6, 7, 9}				      12		       1		       0		       2		       0		       1		       1		       3		       0		       4		       0
  extens			  {6, 7}				       2		       0		       0		       0		       0		       0		       1		       1		       0		       0		       0
  extent			{1, 2, 3, 6, 7, 8, 9, 10}				      11		       1		       1		       1		       0		       0		       2		       2		       2		       1		       1
  extern			  {1, 7}				       5		       1		       0		       0		       0		       0		       0		       4		       0		       0		       0
